Organisation Name,Town/City,County,Type & Rating,Route
Limasole Limited,London,Unknown,Worker (A rating),Skilled Worker
Limpet Technology Limited,Stirling,Stirlingshire,Worker (A rating),Skilled Worker
Linkstar Tech Ltd,Cardiff,Wales,Worker (A rating),Skilled Worker
Live Electrical Distribution (Uk) Limited,Manchester,England,Worker (A rating),Skilled Worker
Livgreen Futures Limited,Bristol,Bristol,Worker (A rating),Skilled Worker
Ljp Management Ltd,WORTHING,Unknown,Temporary Worker (A rating),Creative Worker
Lloyds Uk Packaging Ltd T/As Afghan Bazaar,EDGWARE,Unknown,Worker (A rating),Skilled Worker
Lma Restaurant Ltd,London,Unknown,Worker (A rating),Skilled Worker
Loch Rannoch Estate Limited,Pitlochry,Perthshire,Worker (A rating),Skilled Worker
Logistic Trade Management Ltd,London,Unknown,Worker (A rating),Skilled Worker
London Academy For Applied Technology Ltd,London,Unknown,Worker (A rating),Skilled Worker
London Coffee Shops Ltd,London,Unknown,Worker (A rating),Skilled Worker
London Visas & Immigration Services Ltd,Wembley,Middlesex,Worker (A rating),Skilled Worker
Lower Ash Convenience Store Ltd,Stoke-On-Trent,Unknown,Worker (A rating),Skilled Worker
Lqt Technologies Limited,Croydon,Unknown,Worker (A rating),Skilled Worker
Ls Events Limited,Manchester,Unknown,Worker (A rating),Skilled Worker
Lucky Supermarket,LEICESTER,Unknown,Worker (A rating),Skilled Worker
Luracare Ltd,London,Unknown,Worker (A rating),Skilled Worker
Lzz Foods Ltd,Welling,Unknown,Worker (A rating),Skilled Worker
M A Chhokar Ltd,Sutton Coldfield,Unknown,Worker (A rating),Skilled Worker
M&A Sakhi Construction Ltd,Hayes,Unknown,Worker (A rating),Skilled Worker
M&A Tradax Limited,Ashton-Under-Lyne,Unknown,Worker (A rating),Skilled Worker
M&N Accountants Ltd,London,Unknown,Worker (A rating),Skilled Worker
M4 Motors Ltd,Hayes,MIDDLESEX,Worker (A rating),Skilled Worker
Ma Hayes Ltd T/A Pepes Piri Piri,Hayes,Unknown,Worker (A rating),Skilled Worker
Ma Jewellers Ltd,Southall,Unknown,Worker (A rating),Skilled Worker
Maa Selby Ltd,LEEDS,Unknown,Worker (A rating),Skilled Worker
Magic Software Services Ltd,LONDON,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Magic Software Services Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
Magma Design Ltd,London,Unknown,Worker (A rating),Skilled Worker
Mancroft Healthcare Limited,Wolverhampton,Unknown,Worker (A rating),Skilled Worker
Manha'S Kitchen Limited,Kent,Unknown,Worker (A rating),Skilled Worker
Mantra Thai Limited,Newcastle Upon Tyne,Unknown,Worker (A rating),Skilled Worker
Marine Procurement Ltd,North Berwick,Unknown,Worker (A rating),Skilled Worker
Markey Tyres Ltd,Portadown,Armagh,Worker (A rating),Skilled Worker
Marlow Education Trust,Marlow,Buckinghamshire,Worker (A rating),Skilled Worker
Marshwood Farms Ltd,BURNHAM,Unknown,Worker (A rating),Skilled Worker
Mar-Train Heavy Haulage Ltd,Lisburn,Antrim,Worker (A rating),Skilled Worker
Mayfair Spirit Limited,London,Unknown,Worker (A rating),Skilled Worker
Mayhem Marketing Limited,East Kilbride,Unknown,Worker (A rating),Skilled Worker
Mcbitsstech Limited,London,Unknown,Worker (A rating),Skilled Worker
"Medics-Uk Limited, T/A Premier Private Gp",Bagshot,Unknown,Worker (A rating),Skilled Worker
Medina Mosque Trust Of Edinburgh,Edinburgh,Unknown,Worker (A rating),Tier 2 Ministers of Religion
Merridale Medical Centre,Leicester,Unknown,Worker (A rating),Skilled Worker
Merx Solutions Ltd,London,Unknown,Worker (A rating),Skilled Worker
Mha Audit Services Llp,Milton Keynes,Buckinghamshire,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Mha Audit Services Llp,Milton Keynes,Buckinghamshire,Worker (A rating),Skilled Worker
Mithus Continental Mart Ltd,Haverhill,Suffolk,Worker (A rating),Skilled Worker
Mitsubishi Electric Corporation - Uk Office,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Mjit Ltd,Crawley,West Sussex,Worker (A rating),Skilled Worker
Mmanagement Services Ltd T/A Blooming Blossom,High Wycombe,Unknown,Worker (A rating),Skilled Worker
Mna Pharma Limited T/A Acorn Pharmacy,Berkhamstead,Unknown,Worker (A rating),Skilled Worker
Mnfst Uk Limited,London,Unknown,Worker (A rating),Skilled Worker
Mns Saharan Ltd,Newport Pagnell,Unknown,Worker (A rating),Skilled Worker
Mobilesentrix Ltd,Coventry,Unknown,Worker (A rating),Skilled Worker
Moh Nippon Plc,London,Unknown,Worker (A rating),Skilled Worker
Mohammed Mushtaq T/A Fas Hair & Cosmetics,LONDON,Unknown,Worker (A rating),Skilled Worker
Mohanadas Selvaratnam T/A Hildenborough Service Station,Kent,Unknown,Worker (A rating),Skilled Worker
Mohthus Ltd,Windsor,Unknown,Worker (A rating),Skilled Worker
Monklan Ltd,Peckham,Unknown,Worker (A rating),Skilled Worker
Montrose Food & Wine Limited,Doncaster,Unknown,Worker (A rating),Skilled Worker
Moon Rise 24 Hr Recruitment Ltd,Stockton,Unknown,Worker (A rating),Skilled Worker
Moor Park Capital Partners Llp,London,Unknown,Worker (A rating),Skilled Worker
Morrow Contracts Ltd,Belfast,Down,Worker (A rating),Skilled Worker
Motivforce Ltd,Cobham,Unknown,Worker (A rating),Skilled Worker
Moxie Pictures Llp,London,Unknown,Temporary Worker (A rating),Creative Worker
Moxie Pictures Llp,London,Unknown,Worker (A rating),Skilled Worker
Mr Richard Timothy Giles T/A Sir Isaac Newton Pub,Cambridgeshire,Unknown,Worker (A rating),Skilled Worker
Mr Sivagnanam Sivaruban T/A Saiyuri Traders,Grays,Essex,Worker (A rating),Skilled Worker
Mrs Prashanthy Shathyakaran T/A Manor News,"Bexhill,",East Sussex,Worker (A rating),Skilled Worker
Msp Wolves Ltd T/A Mr Singh'S Pizza,Wolverhampton,West Midlands,Worker (A rating),Skilled Worker
Mti Welding Technologies Limited,Dudley,West Midlands,Worker (A rating),Skilled Worker
Multiqo Solution Ltd,London,Unknown,Worker (A rating),Skilled Worker
My Bassingham Limited Trading As Bassingham Care Centre,Lincoln,Unknown,Worker (A rating),Skilled Worker
My Digital Hero Consulting Ltd,Harrogate,Unknown,Worker (A rating),Skilled Worker
Myfm Ltd,London,London,Worker (A rating),Skilled Worker
N A Motors Limited,London,Unknown,Worker (A rating),Skilled Worker
N Islam Legal Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
Nab Services (Uk) Ltd,Peterborough,Unknown,Worker (A rating),Skilled Worker
Nagashima Ohno & Tsunematsu Uk Limited,London,Unknown,Worker (UK Expansion Worker: Provisional),Global Business Mobility: UK Expansion Worker
Nathaniel Car Sales Limited,Bridgend,Unknown,Worker (A rating),Skilled Worker
Navya School Of Dance Ltd T/A Navya School Of Dance,Middx,Unknown,Worker (A rating),Skilled Worker
Neobuild Innovations Limited,Peterborough,Unknown,Worker (A rating),Skilled Worker
Nes Fircroft Technical Services Limited,Altrincham,Cheshire,Worker (A rating),Skilled Worker
Nesika Retails Limited,Northumberland,Unknown,Worker (A rating),Skilled Worker
Netrep Limited,Woking,Unknown,Worker (A rating),Skilled Worker
New Era (Ne) Ltd,Newcastle upon Tyne,Unknown,Worker (A rating),Skilled Worker
New Masterchef Luton Ltd T/A New Master Chef,Luton,Bedfordshire,Worker (A rating),Skilled Worker
New Town Dental Care,Edinburgh,Unknown,Worker (A rating),Skilled Worker
Newcold Ltd,Wakefield,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Newcold Ltd,Wakefield,Unknown,Worker (A rating),Skilled Worker
Newport Primary School,Saffron Walden,Essex,Worker (A rating),Skilled Worker
Newson Partners Limited,London,Unknown,Worker (A rating),Skilled Worker
Nexus360 Innovations Ltd,London,Unknown,Worker (A rating),Skilled Worker
Ngoclinh Limited,Reading,Unknown,Worker (A rating),Skilled Worker
Niblow Ltd,Chingford,Unknown,Worker (A rating),Skilled Worker
Niche Online Sales Group Ltd,Bridgwater,Unknown,Worker (A rating),Skilled Worker
Northumberland Events Limited,London,ENGLAND,Worker (A rating),Skilled Worker
Novo Dental Limited,London,Unknown,Worker (A rating),Skilled Worker
Nsrm Limited,Newcastle Upon Tyne,Unknown,Worker (A rating),Skilled Worker
Ntj Design And Build Limited,Harpenden,Hertfordshire,Worker (A rating),Skilled Worker
Ntk Events Limited,London,Unknown,Worker (A rating),Skilled Worker
Numi Scan (Brentwood) Ltd T/A Numi Scan,Brentwood,Unknown,Worker (A rating),Skilled Worker
Nwan Tech Ltd,Havant,England,Worker (A rating),Skilled Worker
Oakfield Psychological Services Limited,Altrincham,Unknown,Worker (A rating),Skilled Worker
Oakland Central Limited,Chigwell,Essex,Worker (A rating),Skilled Worker
Octus Intelligence Limited,London,Unknown,Worker (A rating),Skilled Worker
Octus Intelligence Limited,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Octus Intelligence Limited,London,Unknown,Temporary Worker (A rating),Global Business Mobility: Graduate Trainee
Oem - Automatic Limited,Whetstone,Leicester,Worker (A rating),Skilled Worker
Old Fletton Surgery,Peterborough,Cambridgeshire,Worker (A rating),Skilled Worker
One Aldwych Hotel,London,Unknown,Worker (A rating),Skilled Worker
Optimus Eight Ltd T/A Smatcha,London,Unknown,Worker (A rating),Skilled Worker
Orcp Gp (Uk) Limited,London,Unknown,Worker (A rating),Skilled Worker
Order Of Friars Minor Cio,Woodford Green,Unknown,Worker (A rating),Tier 2 Ministers of Religion
Order Of Friars Minor Cio,Woodford Green,Unknown,Temporary Worker (A rating),Religious Worker
Orlen Lng Trading Limited,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Ors Consulting (Uk) Limited,Aberdeen,Aberdeen City,Worker (A rating),Skilled Worker
Padmavati Transporters Limited,Slough,Unknown,Worker (A rating),Skilled Worker
Palm2Palm Ltd,Westcliff-On-Sea,Unknown,Worker (A rating),Skilled Worker
Panahi Retail Ltd,London,Unknown,Worker (A rating),Skilled Worker
Pandox Leeds City Centre Limited,London,Unknown,Worker (A rating),Skilled Worker
Panesar Foods Limited,Tipton,West Midlands,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Papa Maf'S Pizza & Grill Ltd,Middlesbrough,Cleveland,Worker (A rating),Skilled Worker
Parvalux Electric Motors Limited,Poole,Dorset,Worker (A rating),Skilled Worker
Pasha Traders Ltd,Middlesbrough,Unknown,Worker (A rating),Skilled Worker
Patel & Patel Ventures Limited,North Harrow,London,Worker (A rating),Skilled Worker
Pathan Transport Ltd,Sheffield,Unknown,Worker (A rating),Skilled Worker
Paul Nicholls Racing Ltd,Somerset,Unknown,Worker (A rating),Skilled Worker
Pb11 Transport Ltd,Reading,Unknown,Worker (A rating),Skilled Worker
Pdc Cleaning Services Limited,Aberdeen,Scotland,Worker (A rating),Skilled Worker
Pembroke Communications Ltd (Trading As Pembroke And Rye),London,Unknown,Worker (A rating),Skilled Worker
Pennygate Medical Centre,Wigan,Greater Manchester,Worker (A rating),Skilled Worker
Petrogas North Sea Limited,Aberdeen,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Petrogas North Sea Limited,Aberdeen,Unknown,Worker (A rating),Skilled Worker
Phoenix Community Housing Association (Bellingham And Downham) Limited,London,Unknown,Worker (A rating),Skilled Worker
Phoenix Properties Edinburgh Ltd,Edinburgh,Unknown,Worker (A rating),Skilled Worker
Pipedin Ltd,Hemel Hempstead,Hertfordshire,Worker (A rating),Skilled Worker
Pk2 Construction Limited,Coventry,Unknown,Worker (A rating),Skilled Worker
Portman Square Capital,London,Unknown,Worker (A rating),Skilled Worker
Positive Behaviour Support For Learning Cio,Harrow,Unknown,Worker (A rating),Skilled Worker
Potential Restaurant Ltd,London,Unknown,Worker (A rating),Skilled Worker
Potty Pancakes Ltd,Potters Bar,Unknown,Worker (A rating),Skilled Worker
Premier London Property Group Ltd,Folkestone,Unknown,Worker (A rating),Skilled Worker
Preos Talent Limited,London,Unknown,Worker (A rating),Skilled Worker
Prima Tooling Limited,Brentwood,Essex,Worker (A rating),Skilled Worker
Prime Labs Ltd T/A Prime Labs,Watford,Unknown,Worker (A rating),Skilled Worker
Primex Plastics Limited,Newton Aycliffe,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Primrose Hill Surgery,London,Unknown,Worker (A rating),Skilled Worker
Priory House Home Care Ltd,Prestatyn,Denbighshire,Worker (A rating),Skilled Worker
Property People Investments Limited,Northwood,Unknown,Worker (A rating),Skilled Worker
Protect The Wild Ltd,London,Unknown,Worker (A rating),Skilled Worker
Prr Service Ltd T/A Esso,St Michaels,Tenterden,Worker (A rating),Skilled Worker
Pss Tech Services Ltd,Basildon,Essex,Worker (A rating),Skilled Worker
Puccino Slough Ltd,Slough,Berkshire,Worker (A rating),Skilled Worker
Pulp-Tec Limited,Glasgow,Unknown,Worker (A rating),Skilled Worker
Qe Development Holdco Ltd,London,London,Worker (A rating),Skilled Worker
Quadrant Heating & Electrics Limited,High Wycombe,Unknown,Worker (A rating),Skilled Worker
Queens Park Community School Academy Trust,London,Unknown,Worker (A rating),Skilled Worker
R&J Assets Ltd,Walsall,Unknown,Worker (A rating),Skilled Worker
Ra Breakdown Recovery Ltd,Manchester,Unknown,Worker (A rating),Skilled Worker
Ramark Systems Limited,Brentford,Middlesex,Worker (A rating),Skilled Worker
Ranks Enterprises Limited,Middlesex,Unknown,Worker (A rating),Skilled Worker
Re Recruitment (A Trading Division Of Taskmaster Resources Limited),Cheltenham,Gloucestershire,Temporary Worker (A rating),Seasonal Worker
Rectory Care Limited,Wolverhampton,West Midlands,Worker (A rating),Skilled Worker
Red Miracle T/A Dominos,Shrewsbury,Unknown,Worker (A rating),Skilled Worker
Red Rock Renewables Limited,Edinburgh,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Red Rock Renewables Limited,Edinburgh,Unknown,Worker (A rating),Skilled Worker
Res Design Services Ltd,London,Unknown,Worker (A rating),Skilled Worker
Rfm Investments Uk Limited,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Rfm Investments Uk Limited,London,Unknown,Worker (A rating),Skilled Worker
Riverside Stores Limited,London,England,Worker (A rating),Skilled Worker
Rizzoli International Publications Uk Limited,London,Unknown,Worker (A rating),Skilled Worker
Rkm Stores Limited,Swindon,Unknown,Worker (A rating),Skilled Worker
Robbies Fish Bar T/A D & D (Bath) Ltd,Bath,Unknown,Worker (A rating),Skilled Worker
Robinvalley Limited,Liverpool,Unknown,Worker (A rating),Skilled Worker
Rojs Media Uk Ltd,Aberdeen,Unknown,Worker (A rating),Skilled Worker
Romana Haulage Ltd,HAYES,Unknown,Worker (A rating),Skilled Worker
Rubic Secure Ltd,Edinburgh,Unknown,Worker (A rating),Skilled Worker
Runwood Homes Ltd,Hadleigh,Essex,Worker (A rating),Skilled Worker
S & B Stores Ltd,Reading,Unknown,Worker (A rating),Skilled Worker
S And K Pvt Ltd,LOUGHTON,ESSEX,Worker (A rating),Skilled Worker
S.A Private Limited,Prestatyn,Unknown,Worker (A rating),Skilled Worker
S3A Group Ltd,Hayes,Unknown,Worker (A rating),Skilled Worker
Safaa Enterprise Ltd T/A Day-Today,Bellshill,Unknown,Worker (A rating),Skilled Worker
Safety Concern London Ltd,lONDON,Unknown,Worker (A rating),Skilled Worker
Sandhu A1 Construction Ltd,Belvedere,Unknown,Worker (A rating),Skilled Worker
Sanvi Carpets Limited,Kingston Upon Thames,Unknown,Worker (A rating),Skilled Worker
Sarva Foam Uk Limited,Burton,Unknown,Worker (A rating),Skilled Worker
Satair Uk Limited,Feltham,Middlesex,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Satair Uk Limited,Feltham,Middlesex,Worker (A rating),Skilled Worker
Scene Cuisine Ltd,Blaenau Ffestiniog,Unknown,Worker (A rating),Skilled Worker
Schumann International Services Limited,London,Unknown,Worker (A rating),Skilled Worker
Sealand Projects Limited,Aberdeen,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Second Act Ltd T/A Syani And T/A Jashns,London,Unknown,Worker (A rating),Skilled Worker
Sehv Services Ltd,St. Leonards-on-Sea,Unknown,Worker (A rating),Skilled Worker
Sense X Ltd,London,Unknown,Worker (A rating),Skilled Worker
Shanmuga Peryisamy Trading As Colwyn Bay Convenience Store,"Colwyn Bay,",Unknown,Worker (A rating),Skilled Worker
Shared Approach Limited,Preston,Lancashire,Worker (A rating),Skilled Worker
Sheen Engineering Consultants Ltd,Essex,Unknown,Worker (A rating),Skilled Worker
Shinn Thon Uk Ltd,Darwen,Lancashire,Worker (A rating),Skilled Worker
Shri Balaji Damodar Retail Ltd,Coventry,West Midlands,Worker (A rating),Skilled Worker
Shuraa Education And Consultancy Limited,Wembley,Unknown,Worker (A rating),Skilled Worker
Sichuan Popo Limited,London,Unknown,Worker (A rating),Skilled Worker
Sk Fish Bar Ltd T/A Emilia'S Fish Bar,Swansea,Wales,Worker (A rating),Skilled Worker
Sloane And Cadogan Land Management Limited,London,Unknown,Worker (A rating),Skilled Worker
Sm Global Solutions Ltd,Woodford Green,Woodford Green,Worker (A rating),Skilled Worker
Smile Care Centre,Chesterfield,Derbyshire,Worker (A rating),Skilled Worker
Smile Care York Limited,Slough,Unknown,Worker (A rating),Skilled Worker
Smile Europe Limited,Birmingham,Unknown,Worker (A rating),Skilled Worker
Smile Link Dental Limited,Ellesmere Port,Cheshire,Worker (A rating),Skilled Worker
Softline Solutions Ltd.,London,Greater London,Worker (A rating),Skilled Worker
Sogim Limited,Bromley,Unknown,Worker (A rating),Skilled Worker
Somewhere Restaurant Limited T/A Parker'S,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Somewhere Restaurant Limited T/A Parker'S,London,Unknown,Worker (A rating),Skilled Worker
Sophrena Limited,London,London,Worker (A rating),Skilled Worker
South Derbyshire District Council,Swadlincote,Choose County,Worker (A rating),Skilled Worker
South West Regional Assessment Centre Ltd (Swrac),Wimborne,Dorset,Worker (A rating),Skilled Worker
Southshore Global Management Ltd,London,Unknown,Worker (A rating),Skilled Worker
Southville Stores,MIDDLESEX,Unknown,Worker (A rating),Skilled Worker
Sp Food Mart Limited,EPPING,Unknown,Worker (A rating),Skilled Worker
Sp Warren Street Ltd,London,Unknown,Worker (A rating),Skilled Worker
Spa Health Group Ltd,Kingshurst,West Midlands,Worker (A rating),Skilled Worker
Space Ape Limited,London,Unknown,Worker (A rating),Skilled Worker
Spectrum Wind Services Ltd,Nottingham,Unknown,Worker (A rating),Skilled Worker
Spice N Grill Limited,Southsea,Unknown,Worker (A rating),Skilled Worker
Spicehut Deal Limited T/A Dine India,"Deal, Kent",Unknown,Worker (A rating),Skilled Worker
Splatter Art Studio Ltd,Glasgow,Unknown,Worker (A rating),Skilled Worker
Squaremd Ltd,London,Unknown,Worker (A rating),Skilled Worker
Sri Valli Retail Ltd,Tamworth,Unknown,Worker (A rating),Skilled Worker
Ssj Bullion Limited,Bristol,Unknown,Worker (A rating),Skilled Worker
St Luke'S School,St Albans,Unknown,Worker (A rating),Skilled Worker
St Margarets Nursery Limited,Edinburgh,Scotland,Worker (A rating),Skilled Worker
State Bank Of India (Uk) Limited,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Sternlight Capital Partners Llp,London,England,Worker (A rating),Skilled Worker
Stoke Supermarket Ltd,"SLOUGH, BERKSHIRE",Unknown,Worker (A rating),Skilled Worker
Strange Thoughts Group Ltd.,Bristol,Unknown,Worker (A rating),Skilled Worker
Strood Mini Mart,ROCHESTER,KENT,Worker (A rating),Skilled Worker
Sts Motors Ltd,Cradley Heath,West Midlands,Worker (A rating),Skilled Worker
Sukawatee (Hitchin) Limited,Hitchin,Herts,Worker (A rating),Skilled Worker
Supadu Limited,London,Unknown,Worker (A rating),Skilled Worker
Swayam Ltd,London,Unknown,Worker (A rating),Skilled Worker
Swifttech It Solutions Ltd,Manchester,Cheshire,Worker (A rating),Skilled Worker
Syntegral Ltd,Birmingham,Unknown,Worker (A rating),Skilled Worker
Systems Technology Consultants Limited,Stoke-on-Trent,Staffordshire,Worker (A rating),Skilled Worker
T & L Retail Ltd,Wembley,Unknown,Worker (A rating),Skilled Worker
T N Beeston & Son,Market Drayton,Shropshire,Worker (A rating),Skilled Worker
T&Tabu Limited T/A Upminster Fruit & Veg,Upminster,Unknown,Worker (A rating),Skilled Worker
Tahir Mahmood T/A City Booze,Dundee,Unknown,Worker (A rating),Skilled Worker
Tailored Support Home And Services,Eastbourne,East Sussex,Worker (A rating),Skilled Worker
Tap Trap Ltd,Edinburgh,Unknown,Worker (A rating),Skilled Worker
Tarbert Pharmacy,Tarbert,Unknown,Worker (A rating),Skilled Worker
Taste And Twist Ltd,London,Unknown,Worker (A rating),Skilled Worker
Tcm Wealth Limited,London,Unknown,Worker (A rating),Skilled Worker
Tdk Uk Limited,Bracknell,Berkshire,Worker (A rating),Skilled Worker
Team Driving Ltd,London,Unknown,Worker (A rating),Skilled Worker
Teamwork Ims,READING,Berkshire,Worker (A rating),Skilled Worker
Ten Kites Ltd,City of London,London,Worker (A rating),Skilled Worker
Tfc,Welling,Unknown,Worker (A rating),Skilled Worker
The Arth Catering Ltd T/A Indiawaale By The Arth,Hatch End,Unknown,Worker (A rating),Skilled Worker
The Barn Agency Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
The Beeches Uk Limited,Peterborough,Cambridgeshire,Worker (A rating),Skilled Worker
The Card Shop Ickenham Ltd,Ickenham,Unknown,Worker (A rating),Skilled Worker
The Den Fight Centre Limited,Spalding,Lincolnshire,Worker (A rating),Skilled Worker
The Egg & Veg Food Plaza Restaurant Ltd,London,Unknown,Worker (A rating),Skilled Worker
The Fund Incubator Limited,London,Unknown,Worker (A rating),Skilled Worker
The Greenacres Day Nursery School Ltd,Hampton Hill,Unknown,Worker (A rating),Skilled Worker
The Old Thatch Inn Ltd,Castledawson,DERRY,Worker (A rating),Skilled Worker
The Parochial Church Council Of The Ecclesiastical Parish Of St John The Baptist Leytonstone,London,Unknown,Worker (A rating),Tier 2 Ministers of Religion
The Salocin Group Ltd,Bath,Bath and North East Somerset,Worker (A rating),Skilled Worker
The Somers Town Community Association (Camden),Camden,Unknown,Worker (A rating),Skilled Worker
The Still Waters Church,WAKEFIELD,WEST YORKSHIRE,Temporary Worker (A rating),Religious Worker
The Wyld Herb Company Ltd,London,London,Worker (A rating),Skilled Worker
Thinjack Ltd,Westhill,Aberdeenshire,Worker (A rating),Skilled Worker
Tile Mania Ltd,MANCHESTER,Unknown,Worker (A rating),Skilled Worker
Titanium Autos Limited,London,Unknown,Worker (A rating),Skilled Worker
Tk Airport Solutions S.A.,Slough,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Tk Airport Solutions S.A.,Slough,Unknown,Worker (A rating),Skilled Worker
Touch Associates Limited,Leatherhead,Surrey,Worker (A rating),Skilled Worker
Traditional Threads Limited,Bolton,Unknown,Worker (A rating),Skilled Worker
Triangulate Health Ltd,Doncaster,South Yorkshire,Worker (A rating),Skilled Worker
Trinity Trading And Consulting Limited,Huddersfield,West Yorkshire,Worker (A rating),Skilled Worker
Trustlayer Limited,Basingstoke,Hampshire,Worker (A rating),Skilled Worker
Tunnel Travel Limited,Huddersfield,Unknown,Worker (A rating),Skilled Worker
Ty Derlwyn Ltd,Abergavenny,Monmouthshire,Worker (A rating),Skilled Worker
U R Derder Travel Ltd,Sutton,Unknown,Worker (A rating),Skilled Worker
Uberplas Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
Uc World-Link Logistic And Distribution Ltd,Blackburn,Unknown,Worker (A rating),Skilled Worker
Uge Dent Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
Uk Car Park Ltd,Polegate,Polegate,Worker (A rating),Skilled Worker
Uk Netease Interactive Entertainment Limited,Surrey,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Uk Pakiza Halal Foods Limited,Preston,Unknown,Worker (A rating),Skilled Worker
Uk Sequoia International Import And Export Limited,Ilford,Unknown,Worker (A rating),Skilled Worker
Ultrasound Scotland Ltd T/A Ultrasound Direct,Livingston,Unknown,Worker (A rating),Skilled Worker
Union Jacques Limited,London,- select -,Worker (A rating),Skilled Worker
Unique Fabrics (Uk) Ltd,London,Unknown,Worker (A rating),Skilled Worker
United Foods Chain Ltd,Dunstable,Unknown,Worker (B rating),Skilled Worker
United Motors Manchester Ltd,Stockport,Unknown,Worker (A rating),Skilled Worker
Univeron Technologies Limited,Luton,Unknown,Worker (A rating),Skilled Worker
Unravel Technologies Limited,London,Unknown,Worker (A rating),Skilled Worker
V & U Enterprise Ltd,Risca,Wales,Worker (A rating),Skilled Worker
V N Subs Ltd,BRIGHTON,Unknown,Worker (A rating),Skilled Worker
Valstream Ltd,Reading,Unknown,Worker (A rating),Skilled Worker
Vantagerise Ltd T/A Lanton Strategies International,London,Unknown,Worker (A rating),Skilled Worker
Veritycorp Ltd,London,Unknown,Worker (A rating),Skilled Worker
Vida Bank Limited,London,Unknown,Worker (A rating),Skilled Worker
Vincere Healthcare Limited,London,Unknown,Worker (A rating),Skilled Worker
Vintners Gourmet Ltd T/A Vinters Park Tandoori,Maidstone,Kent,Worker (A rating),Skilled Worker
Vinusha Ltd,"Manchester,",Unknown,Worker (A rating),Skilled Worker
Virtual Alliance Limited,Oxford,Oxfordshire,Worker (A rating),Skilled Worker
W.D. Stephen & Co,Nairn,Unknown,Worker (A rating),Skilled Worker
W.M.London Ltd,Feltham,Unknown,Worker (A rating),Skilled Worker
Wangguiren Brighton Ltd T/A Mr Wang Hot Pot Brighton,Brighton,Unknown,Worker (A rating),Skilled Worker
Wapping Dental Centre,LONDON,Unknown,Worker (A rating),Skilled Worker
Watford 3Pl Ltd,Watford,Unknown,Worker (A rating),Skilled Worker
Wayside Communications Ltd,Birmingham,Unknown,Worker (A rating),Skilled Worker
Weefin Esg Uk Ltd,LONDON,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Weefin Esg Uk Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
Wesley Hall Community Centre,Leicester,Unknown,Worker (A rating),Skilled Worker
Westville Limited,Shirebrook,Nottinghamshire,Worker (A rating),Skilled Worker
Wigan Athletic Afc Limited,Wigan,Lancashire,Worker (A rating),International Sportsperson
Wigan Athletic Afc Limited,Wigan,Lancashire,Worker (A rating),Skilled Worker
William T Healthcare Ltd,Leicester,Leicester,Worker (A rating),Skilled Worker
Wimbledon Clinic,wimbledon,Select,Worker (A rating),Skilled Worker
Woodys 18 Limited T/A Woodstock Stores,Kilmarnock,Unknown,Worker (A rating),Skilled Worker
Worksolv Ltd,Manchester,Unknown,Worker (A rating),Skilled Worker
Worton Construction Limited,Isleworth,Middlesex,Worker (A rating),Skilled Worker
Wss Energy Consulting Limited,Woking,Surrey,Worker (A rating),Skilled Worker
Xenon Services Ltd,London,Unknown,Worker (A rating),Skilled Worker
Y Patel Limited,Chigwell,Essex,Worker (A rating),Skilled Worker
Yako Limited T/A Yako,Pinner,Unknown,Worker (A rating),Skilled Worker
Your Perfect Mate Ltd,BLACKBURN,Unknown,Worker (A rating),Skilled Worker
Your Trip Mate Uk Ltd,London,Unknown,Worker (UK Expansion Worker: Provisional),Global Business Mobility: UK Expansion Worker
Za Construction & Floor Fitting Ltd,Hayes,Unknown,Worker (A rating),Skilled Worker
Zaria Group Uk Limited,London,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Zaria Group Uk Limited,London,Unknown,Worker (A rating),Skilled Worker
Zazus Kitchen Pubs Ltd,Bristol,Unknown,Worker (A rating),Skilled Worker
